state,sa4_code,Age,Sex,Indig,Educ,unemployed,employed,total
NSW,13,60-64 years,Fema,Yes Indigenous,Degree = No,0,19,19
NSW,13,60-64 years,Fema,Yes Indigenous,Degree = Yes,0,4,4
NSW,13,60-64 years,Male,Non-Indigenous,Degree = No,122,2369,2491
NSW,13,60-64 years,Male,Non-Indigenous,Degree = Yes,10,325,335
NSW,13,60-64 years,Male,Not stated,Degree = No,0,29,29
NSW,13,60-64 years,Male,Yes Indigenous,Degree = No,4,38,42
NSW,14,25-29 years,Fema,Non-Indigenous,Degree = No,84,1484,1568
NSW,14,25-29 years,Fema,Non-Indigenous,Degree = Yes,11,596,607
NSW,14,25-29 years,Fema,Not stated,Degree = No,0,3,3
NSW,14,25-29 years,Fema,Yes Indigenous,Degree = No,5,58,63
NSW,14,25-29 years,Fema,Yes Indigenous,Degree = Yes,0,14,14
NSW,14,25-29 years,Male,Non-Indigenous,Degree = No,114,2029,2143
NSW,14,25-29 years,Male,Non-Indigenous,Degree = Yes,18,303,321
NSW,14,25-29 years,Male,Not stated,Degree = No,0,8,8
NSW,14,25-29 years,Male,Not stated,Degree = Yes,0,5,5
NSW,14,25-29 years,Male,Yes Indigenous,Degree = No,20,123,143
NSW,14,25-29 years,Male,Yes Indigenous,Degree = Yes,0,3,3
NSW,14,30-34 years,Fema,Non-Indigenous,Degree = No,94,1362,1456
NSW,14,30-34 years,Fema,Non-Indigenous,Degree = Yes,18,699,717
NSW,14,30-34 years,Fema,Not stated,Degree = No,0,3,3
NSW,14,30-34 years,Fema,Yes Indigenous,Degree = No,6,85,91
NSW,14,30-34 years,Fema,Yes Indigenous,Degree = Yes,0,20,20
NSW,14,30-34 years,Male,Non-Indigenous,Degree = No,128,2020,2148
NSW,14,30-34 years,Male,Non-Indigenous,Degree = Yes,18,413,431
NSW,14,30-34 years,Male,Not stated,Degree = No,0,3,3
NSW,14,30-34 years,Male,Yes Indigenous,Degree = No,12,88,100
NSW,14,30-34 years,Male,Yes Indigenous,Degree = Yes,0,6,6
NSW,14,35-39 years,Fema,Non-Indigenous,Degree = No,94,1472,1566
NSW,14,35-39 years,Fema,Non-Indigenous,Degree = Yes,30,773,803
NSW,14,35-39 years,Fema,Not stated,Degree = No,0,12,12
NSW,14,35-39 years,Fema,Yes Indigenous,Degree = No,3,50,53
NSW,14,35-39 years,Fema,Yes Indigenous,Degree = Yes,0,11,11
NSW,14,35-39 years,Male,Non-Indigenous,Degree = No,78,2006,2084
NSW,14,35-39 years,Male,Non-Indigenous,Degree = Yes,13,469,482
NSW,14,35-39 years,Male,Not stated,Degree = No,0,8,8
NSW,14,35-39 years,Male,Yes Indigenous,Degree = No,12,65,77
NSW,14,35-39 years,Male,Yes Indigenous,Degree = Yes,0,5,5
NSW,14,40-44 years,Fema,Non-Indigenous,Degree = No,94,1958,2052
NSW,14,40-44 years,Fema,Non-Indigenous,Degree = Yes,35,933,968
NSW,14,40-44 years,Fema,Not stated,Degree = No,4,6,10
NSW,14,40-44 years,Fema,Not stated,Degree = Yes,0,3,3
NSW,14,40-44 years,Fema,Yes Indigenous,Degree = No,4,71,75
NSW,14,40-44 years,Fema,Yes Indigenous,Degree = Yes,0,29,29
NSW,14,40-44 years,Male,Non-Indigenous,Degree = No,94,2357,2451
NSW,14,40-44 years,Male,Non-Indigenous,Degree = Yes,8,597,605
NSW,14,40-44 years,Male,Not stated,Degree = No,0,13,13
NSW,14,40-44 years,Male,Not stated,Degree = Yes,0,5,5
NSW,14,40-44 years,Male,Yes Indigenous,Degree = No,18,67,85
NSW,14,40-44 years,Male,Yes Indigenous,Degree = Yes,0,7,7
NSW,14,45-49 years,Fema,Non-Indigenous,Degree = No,125,2354,2479
NSW,14,45-49 years,Fema,Non-Indigenous,Degree = Yes,21,876,897
NSW,14,45-49 years,Fema,Not stated,Degree = No,0,7,7
NSW,14,45-49 years,Fema,Not stated,Degree = Yes,0,5,5
NSW,14,45-49 years,Fema,Yes Indigenous,Degree = No,4,72,76
NSW,14,45-49 years,Fema,Yes Indigenous,Degree = Yes,0,12,12
NSW,14,45-49 years,Male,Non-Indigenous,Degree = No,118,2522,2640
NSW,14,45-49 years,Male,Non-Indigenous,Degree = Yes,9,574,583
NSW,14,45-49 years,Male,Not stated,Degree = No,0,3,3
NSW,14,45-49 years,Male,Yes Indigenous,Degree = No,0,67,67
NSW,14,45-49 years,Male,Yes Indigenous,Degree = Yes,0,10,10
NSW,14,50-54 years,Fema,Non-Indigenous,Degree = No,106,2569,2675
NSW,14,50-54 years,Fema,Non-Indigenous,Degree = Yes,23,818,841
NSW,14,50-54 years,Fema,Not stated,Degree = No,0,4,4
NSW,14,50-54 years,Fema,Yes Indigenous,Degree = No,4,77,81
NSW,14,50-54 years,Fema,Yes Indigenous,Degree = Yes,0,6,6
NSW,14,50-54 years,Male,Non-Indigenous,Degree = No,122,2754,2876
NSW,14,50-54 years,Male,Non-Indigenous,Degree = Yes,18,535,553
NSW,14,50-54 years,Male,Not stated,Degree = No,3,17,20
NSW,14,50-54 years,Male,Not stated,Degree = Yes,0,4,4
NSW,14,50-54 years,Male,Yes Indigenous,Degree = No,6,72,78
NSW,14,50-54 years,Male,Yes Indigenous,Degree = Yes,0,3,3
NSW,14,55-59 years,Fema,Non-Indigenous,Degree = No,112,2401,2513
NSW,14,55-59 years,Fema,Non-Indigenous,Degree = Yes,27,822,849
NSW,14,55-59 years,Fema,Not stated,Degree = No,0,29,29
NSW,14,55-59 years,Fema,Yes Indigenous,Degree = No,0,41,41
NSW,14,55-59 years,Fema,Yes Indigenous,Degree = Yes,0,9,9
NSW,14,55-59 years,Male,Non-Indigenous,Degree = No,146,2640,2786
NSW,14,55-59 years,Male,Non-Indigenous,Degree = Yes,17,663,680
NSW,14,55-59 years,Male,Not stated,Degree = No,0,7,7
NSW,14,55-59 years,Male,Yes Indigenous,Degree = No,7,59,66
NSW,14,55-59 years,Male,Yes Indigenous,Degree = Yes,0,10,10
NSW,14,60-64 years,Fema,Non-Indigenous,Degree = No,80,1586,1666
NSW,14,60-64 years,Fema,Non-Indigenous,Degree = Yes,19,570,589
NSW,14,60-64 years,Fema,Not stated,Degree = No,0,8,8
NSW,14,60-64 years,Fema,Yes Indigenous,Degree = No,0,22,22
NSW,14,60-64 years,Male,Non-Indigenous,Degree = No,133,1863,1996
NSW,14,60-64 years,Male,Non-Indigenous,Degree = Yes,14,507,521
NSW,14,60-64 years,Male,Not stated,Degree = No,0,7,7
NSW,14,60-64 years,Male,Yes Indigenous,Degree = No,0,34,34
NSW,15,25-29 years,Fema,Non-Indigenous,Degree = No,91,1876,1967
NSW,15,25-29 years,Fema,Non-Indigenous,Degree = Yes,74,2329,2403
NSW,15,25-29 years,Fema,Not stated,Degree = No,0,4,4
NSW,15,25-29 years,Fema,Not stated,Degree = Yes,0,12,12
NSW,15,25-29 years,Fema,Yes Indigenous,Degree = No,0,17,17
NSW,15,25-29 years,Fema,Yes Indigenous,Degree = Yes,0,6,6
NSW,15,25-29 years,Male,Non-Indigenous,Degree = No,138,2902,3040
NSW,15,25-29 years,Male,Non-Indigenous,Degree = Yes,81,1803,1884
NSW,15,25-29 years,Male,Not stated,Degree = No,0,9,9
NSW,15,25-29 years,Male,Not stated,Degree = Yes,0,6,6
NSW,15,25-29 years,Male,Yes Indigenous,Degree = No,0,33,33
NSW,15,25-29 years,Male,Yes Indigenous,Degree = Yes,0,4,4
NSW,15,30-34 years,Fema,Non-Indigenous,Degree = No,83,1836,1919
NSW,15,30-34 years,Fema,Non-Indigenous,Degree = Yes,121,2775,2896
NSW,15,30-34 years,Fema,Not stated,Degree = No,0,6,6
NSW,15,30-34 years,Fema,Not stated,Degree = Yes,0,4,4
NSW,15,30-34 years,Fema,Yes Indigenous,Degree = No,0,25,25
NSW,15,30-34 years,Fema,Yes Indigenous,Degree = Yes,0,5,5
NSW,15,30-34 years,Male,Non-Indigenous,Degree = No,88,2852,2940
NSW,15,30-34 years,Male,Non-Indigenous,Degree = Yes,58,2102,2160
NSW,15,30-34 years,Male,Not stated,Degree = No,0,6,6
NSW,15,30-34 years,Male,Yes Indigenous,Degree = No,0,32,32
NSW,15,35-39 years,Fema,Non-Indigenous,Degree = No,126,2399,2525
NSW,15,35-39 years,Fema,Non-Indigenous,Degree = Yes,155,3293,3448
NSW,15,35-39 years,Fema,Not stated,Degree = No,0,7,7
NSW,15,35-39 years,Fema,Not stated,Degree = Yes,0,5,5
NSW,15,35-39 years,Fema,Yes Indigenous,Degree = No,0,20,20
NSW,15,35-39 years,Fema,Yes Indigenous,Degree = Yes,0,9,9
NSW,15,35-39 years,Male,Non-Indigenous,Degree = No,78,3259,3337
NSW,15,35-39 years,Male,Non-Indigenous,Degree = Yes,84,2903,2987
NSW,15,35-39 years,Male,Not stated,Degree = No,0,10,10
NSW,15,35-39 years,Male,Not stated,Degree = Yes,0,9,9
NSW,15,35-39 years,Male,Yes Indigenous,Degree = No,0,30,30
NSW,15,40-44 years,Fema,Non-Indigenous,Degree = No,131,3561,3692
NSW,15,40-44 years,Fema,Non-Indigenous,Degree = Yes,132,3366,3498
NSW,15,40-44 years,Fema,Not stated,Degree = Yes,0,5,5
NSW,15,40-44 years,Fema,Yes Indigenous,Degree = No,5,25,30
NSW,15,40-44 years,Fema,Yes Indigenous,Degree = Yes,0,11,11
NSW,15,40-44 years,Male,Non-Indigenous,Degree = No,79,4126,4205
NSW,15,40-44 years,Male,Non-Indigenous,Degree = Yes,92,3276,3368
NSW,15,40-44 years,Male,Not stated,Degree = No,0,16,16
NSW,15,40-44 years,Male,Not stated,Degree = Yes,0,8,8
NSW,15,40-44 years,Male,Yes Indigenous,Degree = No,0,37,37
NSW,15,40-44 years,Male,Yes Indigenous,Degree = Yes,0,3,3
NSW,15,45-49 years,Fema,Non-Indigenous,Degree = No,134,4129,4263
NSW,15,45-49 years,Fema,Non-Indigenous,Degree = Yes,104,2885,2989
NSW,15,45-49 years,Fema,Not stated,Degree = No,0,32,32
NSW,15,45-49 years,Fema,Not stated,Degree = Yes,0,4,4
NSW,15,45-49 years,Fema,Yes Indigenous,Degree = No,0,32,32
NSW,15,45-49 years,Fema,Yes Indigenous,Degree = Yes,0,10,10
NSW,15,45-49 years,Male,Non-Indigenous,Degree = No,115,4506,4621
NSW,15,45-49 years,Male,Non-Indigenous,Degree = Yes,113,2808,2921
NSW,15,45-49 years,Male,Not stated,Degree = No,0,6,6
NSW,15,45-49 years,Male,Not stated,Degree = Yes,0,3,3
NSW,15,45-49 years,Male,Yes Indigenous,Degree = No,0,27,27
NSW,15,45-49 years,Male,Yes Indigenous,Degree = Yes,0,8,8
NSW,15,50-54 years,Fema,Non-Indigenous,Degree = No,121,3933,4054
NSW,15,50-54 years,Fema,Non-Indigenous,Degree = Yes,75,2320,2395
NSW,15,50-54 years,Fema,Not stated,Degree = No,0,30,30
NSW,15,50-54 years,Fema,Not stated,Degree = Yes,0,14,14
NSW,15,50-54 years,Fema,Yes Indigenous,Degree = No,0,19,19
NSW,15,50-54 years,Fema,Yes Indigenous,Degree = Yes,0,3,3
NSW,15,50-54 years,Male,Non-Indigenous,Degree = No,97,4396,4493
NSW,15,50-54 years,Male,Non-Indigenous,Degree = Yes,110,2640,2750
NSW,15,50-54 years,Male,Not stated,Degree = No,0,14,14
NSW,15,50-54 years,Male,Not stated,Degree = Yes,0,4,4
NSW,15,50-54 years,Male,Yes Indigenous,Degree = No,0,28,28
NSW,15,50-54 years,Male,Yes Indigenous,Degree = Yes,0,6,6
NSW,15,55-59 years,Fema,Non-Indigenous,Degree = No,96,3343,3439
NSW,15,55-59 years,Fema,Non-Indigenous,Degree = Yes,39,1883,1922
NSW,15,55-59 years,Fema,Not stated,Degree = No,0,5,5
NSW,15,55-59 years,Fema,Not stated,Degree = Yes,0,3,3
NSW,15,55-59 years,Fema,Yes Indigenous,Degree = No,0,17,17
NSW,15,55-59 years,Male,Non-Indigenous,Degree = No,119,3711,3830
NSW,15,55-59 years,Male,Non-Indigenous,Degree = Yes,113,2232,2345
NSW,15,55-59 years,Male,Not stated,Degree = No,0,10,10
NSW,15,55-59 years,Male,Not stated,Degree = Yes,0,3,3
NSW,15,55-59 years,Male,Yes Indigenous,Degree = No,0,29,29
NSW,15,60-64 years,Fema,Non-Indigenous,Degree = No,60,2185,2245
NSW,15,60-64 years,Fema,Non-Indigenous,Degree = Yes,20,1108,1128
NSW,15,60-64 years,Fema,Not stated,Degree = No,0,4,4
NSW,15,60-64 years,Fema,Yes Indigenous,Degree = No,0,9,9
NSW,15,60-64 years,Male,Non-Indigenous,Degree = No,108,2607,2715
NSW,15,60-64 years,Male,Non-Indigenous,Degree = Yes,98,1551,1649
NSW,15,60-64 years,Male,Not stated,Degree = No,0,17,17
NSW,15,60-64 years,Male,Not stated,Degree = Yes,0,4,4
NSW,15,60-64 years,Male,Yes Indigenous,Degree = No,0,13,13
NSW,16,25-29 years,Fema,Non-Indigenous,Degree = No,449,4303,4752
NSW,16,25-29 years,Fema,Non-Indigenous,Degree = Yes,223,3557,3780
NSW,16,25-29 years,Fema,Not stated,Degree = No,0,11,11
NSW,16,25-29 years,Fema,Not stated,Degree = Yes,0,6,6
NSW,16,25-29 years,Fema,Yes Indigenous,Degree = No,27,118,145
NSW,16,25-29 years,Fema,Yes Indigenous,Degree = Yes,0,29,29
NSW,16,25-29 years,Male,Non-Indigenous,Degree = No,509,6479,6988
NSW,16,25-29 years,Male,Non-Indigenous,Degree = Yes,115,2573,2688
NSW,16,25-29 years,Male,Not stated,Degree = No,0,33,33
NSW,16,25-29 years,Male,Not stated,Degree = Yes,0,11,11
NSW,16,25-29 years,Male,Yes Indigenous,Degree = No,20,169,189
NSW,16,25-29 years,Male,Yes Indigenous,Degree = Yes,0,11,11
NSW,16,30-34 years,Fema,Non-Indigenous,Degree = No,392,4653,5045
NSW,16,30-34 years,Fema,Non-Indigenous,Degree = Yes,309,4566,4875
NSW,16,30-34 years,Fema,Not stated,Degree = No,0,10,10
NSW,16,30-34 years,Fema,Not stated,Degree = Yes,0,10,10
NSW,16,30-34 years,Fema,Yes Indigenous,Degree = No,12,101,113
NSW,16,30-34 years,Fema,Yes Indigenous,Degree = Yes,0,6,6
NSW,16,30-34 years,Male,Non-Indigenous,Degree = No,394,6979,7373
NSW,16,30-34 years,Male,Non-Indigenous,Degree = Yes,113,4059,4172
NSW,16,30-34 years,Male,Not stated,Degree = No,0,22,22
NSW,16,30-34 years,Male,Not stated,Degree = Yes,0,5,5
NSW,16,30-34 years,Male,Yes Indigenous,Degree = No,17,124,141
NSW,16,30-34 years,Male,Yes Indigenous,Degree = Yes,0,3,3
NSW,16,35-39 years,Fema,Non-Indigenous,Degree = No,359,4672,5031
NSW,16,35-39 years,Fema,Non-Indigenous,Degree = Yes,246,4117,4363
NSW,16,35-39 years,Fema,Not stated,Degree = No,0,20,20
NSW,16,35-39 years,Fema,Not stated,Degree = Yes,0,7,7
NSW,16,35-39 years,Fema,Yes Indigenous,Degree = No,20,83,103
NSW,16,35-39 years,Fema,Yes Indigenous,Degree = Yes,0,12,12
NSW,16,35-39 years,Male,Non-Indigenous,Degree = No,352,6846,7198
NSW,16,35-39 years,Male,Non-Indigenous,Degree = Yes,129,4541,4670
NSW,16,35-39 years,Male,Not stated,Degree = No,0,29,29
NSW,16,35-39 years,Male,Not stated,Degree = Yes,0,5,5
NSW,16,35-39 years,Male,Yes Indigenous,Degree = No,11,119,130
NSW,16,35-39 years,Male,Yes Indigenous,Degree = Yes,0,10,10
NSW,16,40-44 years,Fema,Non-Indigenous,Degree = No,388,4994,5382
NSW,16,40-44 years,Fema,Non-Indigenous,Degree = Yes,153,3043,3196
NSW,16,40-44 years,Fema,Not stated,Degree = No,0,12,12
NSW,16,40-44 years,Fema,Not stated,Degree = Yes,0,8,8
NSW,16,40-44 years,Fema,Yes Indigenous,Degree = No,6,98,104
NSW,16,40-44 years,Fema,Yes Indigenous,Degree = Yes,0,21,21
NSW,16,40-44 years,Male,Non-Indigenous,Degree = No,288,6690,6978
NSW,16,40-44 years,Male,Non-Indigenous,Degree = Yes,100,3306,3406
NSW,16,40-44 years,Male,Not stated,Degree = No,0,11,11
NSW,16,40-44 years,Male,Yes Indigenous,Degree = No,10,101,111
NSW,16,40-44 years,Male,Yes Indigenous,Degree = Yes,0,5,5
NSW,16,45-49 years,Fema,Non-Indigenous,Degree = No,395,5074,5469
NSW,16,45-49 years,Fema,Non-Indigenous,Degree = Yes,108,2206,2314
NSW,16,45-49 years,Fema,Not stated,Degree = No,4,21,25
NSW,16,45-49 years,Fema,Not stated,Degree = Yes,0,3,3
NSW,16,45-49 years,Fema,Yes Indigenous,Degree = No,4,122,126
NSW,16,45-49 years,Fema,Yes Indigenous,Degree = Yes,0,17,17
NSW,16,45-49 years,Male,Non-Indigenous,Degree = No,286,6285,6571
NSW,16,45-49 years,Male,Non-Indigenous,Degree = Yes,76,2221,2297
NSW,16,45-49 years,Male,Not stated,Degree = No,4,23,27
NSW,16,45-49 years,Male,Yes Indigenous,Degree = No,8,111,119
NSW,16,45-49 years,Male,Yes Indigenous,Degree = Yes,0,7,7
NSW,16,50-54 years,Fema,Non-Indigenous,Degree = No,300,4695,4995
NSW,16,50-54 years,Fema,Non-Indigenous,Degree = Yes,69,1823,1892
NSW,16,50-54 years,Fema,Not stated,Degree = No,0,24,24
NSW,16,50-54 years,Fema,Not stated,Degree = Yes,0,4,4
NSW,16,50-54 years,Fema,Yes Indigenous,Degree = No,8,67,75
NSW,16,50-54 years,Fema,Yes Indigenous,Degree = Yes,0,9,9
NSW,16,50-54 years,Male,Non-Indigenous,Degree = No,279,5838,6117
NSW,16,50-54 years,Male,Non-Indigenous,Degree = Yes,82,1867,1949
NSW,16,50-54 years,Male,Not stated,Degree = No,0,28,28
NSW,16,50-54 years,Male,Yes Indigenous,Degree = No,8,96,104
NSW,16,50-54 years,Male,Yes Indigenous,Degree = Yes,0,3,3
NSW,16,55-59 years,Fema,Non-Indigenous,Degree = No,256,3941,4197
NSW,16,55-59 years,Fema,Non-Indigenous,Degree = Yes,57,1276,1333
NSW,16,55-59 years,Fema,Not stated,Degree = No,0,13,13
NSW,16,55-59 years,Fema,Not stated,Degree = Yes,0,3,3
NSW,16,55-59 years,Fema,Yes Indigenous,Degree = No,0,43,43
NSW,16,55-59 years,Fema,Yes Indigenous,Degree = Yes,0,11,11
NSW,16,55-59 years,Male,Non-Indigenous,Degree = No,288,4803,5091
NSW,16,55-59 years,Male,Non-Indigenous,Degree = Yes,82,1437,1519
NSW,16,55-59 years,Male,Not stated,Degree = No,0,23,23
NSW,16,55-59 years,Male,Not stated,Degree = Yes,0,5,5
NSW,16,55-59 years,Male,Yes Indigenous,Degree = No,4,56,60
NSW,16,55-59 years,Male,Yes Indigenous,Degree = Yes,0,5,5
NSW,16,60-64 years,Fema,Non-Indigenous,Degree = No,146,2400,2546
NSW,16,60-64 years,Fema,Non-Indigenous,Degree = Yes,51,765,816
NSW,16,60-64 years,Fema,Not stated,Degree = No,0,14,14
NSW,16,60-64 years,Fema,Not stated,Degree = Yes,0,3,3
NSW,16,60-64 years,Fema,Yes Indigenous,Degree = No,5,29,34
NSW,16,60-64 years,Fema,Yes Indigenous,Degree = Yes,0,3,3
NSW,16,60-64 years,Male,Non-Indigenous,Degree = No,267,3235,3502
NSW,16,60-64 years,Male,Non-Indigenous,Degree = Yes,100,896,996
NSW,16,60-64 years,Male,Not stated,Degree = No,0,7,7
NSW,16,60-64 years,Male,Yes Indigenous,Degree = No,8,15,23
NSW,17,25-29 years,Fema,Non-Indigenous,Degree = No,333,5495,5828
NSW,17,25-29 years,Fema,Non-Indigenous,Degree = Yes,589,11900,12489
NSW,17,25-29 years,Fema,Not stated,Degree = No,0,20,20
NSW,17,25-29 years,Fema,Not stated,Degree = Yes,0,34,34
NSW,17,25-29 years,Fema,Yes Indigenous,Degree = No,4,61,65
NSW,17,25-29 years,Fema,Yes Indigenous,Degree = Yes,0,51,51
NSW,17,25-29 years,Male,Non-Indigenous,Degree = No,413,7616,8029
NSW,17,25-29 years,Male,Non-Indigenous,Degree = Yes,486,10084,10570
NSW,17,25-29 years,Male,Not stated,Degree = No,0,32,32
NSW,17,25-29 years,Male,Not stated,Degree = Yes,0,17,17
NSW,17,25-29 years,Male,Yes Indigenous,Degree = No,17,112,129
NSW,17,25-29 years,Male,Yes Indigenous,Degree = Yes,0,50,50
NSW,17,30-34 years,Fema,Non-Indigenous,Degree = No,215,4580,4795
NSW,17,30-34 years,Fema,Non-Indigenous,Degree = Yes,341,10750,11091
NSW,17,30-34 years,Fema,Not stated,Degree = No,0,29,29
NSW,17,30-34 years,Fema,Not stated,Degree = Yes,0,22,22
NSW,17,30-34 years,Fema,Yes Indigenous,Degree = No,6,60,66
NSW,17,30-34 years,Fema,Yes Indigenous,Degree = Yes,0,34,34
NSW,17,30-34 years,Male,Non-Indigenous,Degree = No,290,7049,7339
NSW,17,30-34 years,Male,Non-Indigenous,Degree = Yes,308,10602,10910
NSW,17,30-34 years,Male,Not stated,Degree = No,0,29,29
NSW,17,30-34 years,Male,Not stated,Degree = Yes,0,28,28
NSW,17,30-34 years,Male,Yes Indigenous,Degree = No,9,86,95
NSW,17,30-34 years,Male,Yes Indigenous,Degree = Yes,0,30,30
NSW,17,35-39 years,Fema,Non-Indigenous,Degree = No,172,3241,3413
NSW,17,35-39 years,Fema,Non-Indigenous,Degree = Yes,185,6762,6947
NSW,17,35-39 years,Fema,Not stated,Degree = No,0,9,9
NSW,17,35-39 years,Fema,Not stated,Degree = Yes,0,17,17
NSW,17,35-39 years,Fema,Yes Indigenous,Degree = No,0,42,42
NSW,17,35-39 years,Fema,Yes Indigenous,Degree = Yes,0,19,19
NSW,17,35-39 years,Male,Non-Indigenous,Degree = No,263,5206,5469
NSW,17,35-39 years,Male,Non-Indigenous,Degree = Yes,225,7210,7435
NSW,17,35-39 years,Male,Not stated,Degree = No,0,4,4
NSW,17,35-39 years,Male,Not stated,Degree = Yes,0,17,17
NSW,17,35-39 years,Male,Yes Indigenous,Degree = No,10,58,68
NSW,17,35-39 years,Male,Yes Indigenous,Degree = Yes,0,20,20
NSW,17,40-44 years,Fema,Non-Indigenous,Degree = No,178,3038,3216
NSW,17,40-44 years,Fema,Non-Indigenous,Degree = Yes,136,4581,4717
NSW,17,40-44 years,Fema,Not stated,Degree = No,0,7,7
NSW,17,40-44 years,Fema,Not stated,Degree = Yes,0,9,9
NSW,17,40-44 years,Fema,Yes Indigenous,Degree = No,3,37,40
NSW,17,40-44 years,Fema,Yes Indigenous,Degree = Yes,0,32,32
NSW,17,40-44 years,Male,Non-Indigenous,Degree = No,232,4503,4735
NSW,17,40-44 years,Male,Non-Indigenous,Degree = Yes,160,4942,5102
NSW,17,40-44 years,Male,Not stated,Degree = No,0,16,16
NSW,17,40-44 years,Male,Not stated,Degree = Yes,0,7,7
NSW,17,40-44 years,Male,Yes Indigenous,Degree = No,10,55,65
NSW,17,40-44 years,Male,Yes Indigenous,Degree = Yes,0,23,23
NSW,17,45-49 years,Fema,Non-Indigenous,Degree = No,154,2852,3006
NSW,17,45-49 years,Fema,Non-Indigenous,Degree = Yes,129,3194,3323
NSW,17,45-49 years,Fema,Not stated,Degree = No,0,4,4
NSW,17,45-49 years,Fema,Not stated,Degree = Yes,0,18,18
NSW,17,45-49 years,Fema,Yes Indigenous,Degree = No,10,56,66
NSW,17,45-49 years,Fema,Yes Indigenous,Degree = Yes,0,25,25
NSW,17,45-49 years,Male,Non-Indigenous,Degree = No,267,3905,4172
NSW,17,45-49 years,Male,Non-Indigenous,Degree = Yes,154,3639,3793
NSW,17,45-49 years,Male,Not stated,Degree = No,0,16,16
NSW,17,45-49 years,Male,Not stated,Degree = Yes,0,3,3
NSW,17,45-49 years,Male,Yes Indigenous,Degree = No,4,68,72
NSW,17,45-49 years,Male,Yes Indigenous,Degree = Yes,0,20,20
NSW,17,50-54 years,Fema,Non-Indigenous,Degree = No,157,2465,2622
NSW,17,50-54 years,Fema,Non-Indigenous,Degree = Yes,121,2412,2533
NSW,17,50-54 years,Fema,Not stated,Degree = No,0,3,3
NSW,17,50-54 years,Fema,Not stated,Degree = Yes,0,7,7
NSW,17,50-54 years,Fema,Yes Indigenous,Degree = No,0,42,42
NSW,17,50-54 years,Fema,Yes Indigenous,Degree = Yes,0,12,12
NSW,17,50-54 years,Male,Non-Indigenous,Degree = No,196,3415,3611
NSW,17,50-54 years,Male,Non-Indigenous,Degree = Yes,113,2825,2938
NSW,17,50-54 years,Male,Not stated,Degree = No,0,14,14
NSW,17,50-54 years,Male,Not stated,Degree = Yes,0,5,5
NSW,17,50-54 years,Male,Yes Indigenous,Degree = No,6,51,57
NSW,17,50-54 years,Male,Yes Indigenous,Degree = Yes,0,11,11
NSW,17,55-59 years,Fema,Non-Indigenous,Degree = No,150,2024,2174
NSW,17,55-59 years,Fema,Non-Indigenous,Degree = Yes,85,1841,1926
NSW,17,55-59 years,Fema,Not stated,Degree = Yes,0,14,14
NSW,17,55-59 years,Fema,Yes Indigenous,Degree = No,3,19,22
NSW,17,55-59 years,Fema,Yes Indigenous,Degree = Yes,0,16,16
NSW,17,55-59 years,Male,Non-Indigenous,Degree = No,199,2679,2878
NSW,17,55-59 years,Male,Non-Indigenous,Degree = Yes,108,2140,2248
NSW,17,55-59 years,Male,Not stated,Degree = No,0,13,13
NSW,17,55-59 years,Male,Not stated,Degree = Yes,0,9,9
NSW,17,55-59 years,Male,Yes Indigenous,Degree = No,4,26,30
NSW,17,55-59 years,Male,Yes Indigenous,Degree = Yes,0,9,9
NSW,17,60-64 years,Fema,Non-Indigenous,Degree = No,93,1487,1580
NSW,17,60-64 years,Fema,Non-Indigenous,Degree = Yes,59,1181,1240
NSW,17,60-64 years,Fema,Not stated,Degree = No,0,11,11
NSW,17,60-64 years,Fema,Not stated,Degree = Yes,0,3,3
NSW,17,60-64 years,Fema,Yes Indigenous,Degree = No,0,12,12
NSW,17,60-64 years,Fema,Yes Indigenous,Degree = Yes,0,3,3
NSW,17,60-64 years,Male,Non-Indigenous,Degree = No,153,1708,1861
NSW,17,60-64 years,Male,Non-Indigenous,Degree = Yes,88,1334,1422
NSW,17,60-64 years,Male,Not stated,Degree = No,0,14,14
NSW,17,60-64 years,Male,Yes Indigenous,Degree = No,0,12,12
NSW,17,60-64 years,Male,Yes Indigenous,Degree = Yes,0,4,4
NSW,18,25-29 years,Fema,Non-Indigenous,Degree = No,142,3201,3343
NSW,18,25-29 years,Fema,Non-Indigenous,Degree = Yes,270,7407,7677
NSW,18,25-29 years,Fema,Not stated,Degree = No,0,8,8
NSW,18,25-29 years,Fema,Not stated,Degree = Yes,0,5,5
NSW,18,25-29 years,Fema,Yes Indigenous,Degree = No,0,21,21
NSW,18,25-29 years,Fema,Yes Indigenous,Degree = Yes,0,17,17
NSW,18,25-29 years,Male,Non-Indigenous,Degree = No,188,3889,4077
NSW,18,25-29 years,Male,Non-Indigenous,Degree = Yes,274,5225,5499
NSW,18,25-29 years,Male,Not stated,Degree = No,0,18,18
NSW,18,25-29 years,Male,Not stated,Degree = Yes,0,26,26
NSW,18,25-29 years,Male,Yes Indigenous,Degree = No,0,36,36
NSW,18,25-29 years,Male,Yes Indigenous,Degree = Yes,0,15,15
NSW,18,30-34 years,Fema,Non-Indigenous,Degree = No,114,3018,3132
NSW,18,30-34 years,Fema,Non-Indigenous,Degree = Yes,205,7468,7673
NSW,18,30-34 years,Fema,Not stated,Degree = No,0,4,4
NSW,18,30-34 years,Fema,Not stated,Degree = Yes,0,18,18
NSW,18,30-34 years,Fema,Yes Indigenous,Degree = No,0,26,26
NSW,18,30-34 years,Fema,Yes Indigenous,Degree = Yes,0,32,32
