state,sa4_code,Age,Sex,Indig,Educ,LFS_Status,Count
NSW,20,30-34 years,Male,Yes Indigenous,Degree = No,employed,22
NSW,20,30-34 years,Male,Yes Indigenous,Degree = Yes,employed,15
NSW,20,35-39 years,Fema,Non-Indigenous,Degree = No,employed,2728
NSW,20,35-39 years,Fema,Non-Indigenous,Degree = No,unemployed,130
NSW,20,35-39 years,Fema,Non-Indigenous,Degree = Yes,employed,5782
NSW,20,35-39 years,Fema,Non-Indigenous,Degree = Yes,unemployed,240
NSW,20,35-39 years,Fema,Not stated,Degree = No,employed,7
NSW,20,35-39 years,Fema,Not stated,Degree = Yes,employed,13
NSW,20,35-39 years,Fema,Yes Indigenous,Degree = No,employed,26
NSW,20,35-39 years,Fema,Yes Indigenous,Degree = Yes,employed,6
NSW,20,35-39 years,Male,Non-Indigenous,Degree = No,employed,3985
NSW,20,35-39 years,Male,Non-Indigenous,Degree = No,unemployed,159
NSW,20,35-39 years,Male,Non-Indigenous,Degree = Yes,employed,5695
NSW,20,35-39 years,Male,Non-Indigenous,Degree = Yes,unemployed,147
NSW,20,35-39 years,Male,Not stated,Degree = No,employed,15
NSW,20,35-39 years,Male,Not stated,Degree = Yes,employed,4
NSW,20,35-39 years,Male,Yes Indigenous,Degree = No,employed,14
NSW,20,35-39 years,Male,Yes Indigenous,Degree = No,unemployed,3
NSW,20,35-39 years,Male,Yes Indigenous,Degree = Yes,employed,13
NSW,20,40-44 years,Fema,Non-Indigenous,Degree = No,employed,3243
NSW,20,40-44 years,Fema,Non-Indigenous,Degree = No,unemployed,182
NSW,20,40-44 years,Fema,Non-Indigenous,Degree = Yes,employed,5020
NSW,20,40-44 years,Fema,Non-Indigenous,Degree = Yes,unemployed,175
NSW,20,40-44 years,Fema,Not stated,Degree = No,employed,9
NSW,20,40-44 years,Fema,Not stated,Degree = Yes,employed,9
NSW,20,40-44 years,Fema,Yes Indigenous,Degree = No,employed,27
NSW,20,40-44 years,Fema,Yes Indigenous,Degree = Yes,employed,20
NSW,20,40-44 years,Male,Non-Indigenous,Degree = No,employed,4077
NSW,20,40-44 years,Male,Non-Indigenous,Degree = No,unemployed,153
NSW,20,40-44 years,Male,Non-Indigenous,Degree = Yes,employed,4613
NSW,20,40-44 years,Male,Non-Indigenous,Degree = Yes,unemployed,153
NSW,20,40-44 years,Male,Not stated,Degree = No,employed,8
NSW,20,40-44 years,Male,Not stated,Degree = Yes,employed,4
NSW,20,40-44 years,Male,Yes Indigenous,Degree = No,employed,23
NSW,20,40-44 years,Male,Yes Indigenous,Degree = Yes,employed,11
NSW,20,45-49 years,Fema,Non-Indigenous,Degree = No,employed,3600
NSW,20,45-49 years,Fema,Non-Indigenous,Degree = No,unemployed,222
NSW,20,45-49 years,Fema,Non-Indigenous,Degree = Yes,employed,4061
NSW,20,45-49 years,Fema,Non-Indigenous,Degree = Yes,unemployed,125
NSW,20,45-49 years,Fema,Not stated,Degree = No,employed,10
NSW,20,45-49 years,Fema,Not stated,Degree = Yes,employed,3
NSW,20,45-49 years,Fema,Yes Indigenous,Degree = No,employed,25
NSW,20,45-49 years,Fema,Yes Indigenous,Degree = Yes,employed,18
NSW,20,45-49 years,Male,Non-Indigenous,Degree = No,employed,4002
NSW,20,45-49 years,Male,Non-Indigenous,Degree = No,unemployed,183
NSW,20,45-49 years,Male,Non-Indigenous,Degree = Yes,employed,3614
NSW,20,45-49 years,Male,Non-Indigenous,Degree = Yes,unemployed,126
NSW,20,45-49 years,Male,Not stated,Degree = No,employed,16
NSW,20,45-49 years,Male,Not stated,Degree = Yes,employed,8
NSW,20,45-49 years,Male,Yes Indigenous,Degree = No,employed,27
NSW,20,45-49 years,Male,Yes Indigenous,Degree = Yes,employed,10
NSW,20,50-54 years,Fema,Non-Indigenous,Degree = No,employed,3681
NSW,20,50-54 years,Fema,Non-Indigenous,Degree = No,unemployed,231
NSW,20,50-54 years,Fema,Non-Indigenous,Degree = Yes,employed,3338
NSW,20,50-54 years,Fema,Non-Indigenous,Degree = Yes,unemployed,102
NSW,20,50-54 years,Fema,Not stated,Degree = No,employed,20
NSW,20,50-54 years,Fema,Not stated,Degree = Yes,employed,7
NSW,20,50-54 years,Fema,Yes Indigenous,Degree = No,employed,27
NSW,20,50-54 years,Fema,Yes Indigenous,Degree = Yes,employed,13
NSW,20,50-54 years,Male,Non-Indigenous,Degree = No,employed,3922
NSW,20,50-54 years,Male,Non-Indigenous,Degree = No,unemployed,198
NSW,20,50-54 years,Male,Non-Indigenous,Degree = Yes,employed,3134
NSW,20,50-54 years,Male,Non-Indigenous,Degree = Yes,unemployed,123
NSW,20,50-54 years,Male,Not stated,Degree = No,employed,21
NSW,20,50-54 years,Male,Not stated,Degree = Yes,employed,4
NSW,20,50-54 years,Male,Yes Indigenous,Degree = No,employed,16
NSW,20,50-54 years,Male,Yes Indigenous,Degree = Yes,employed,7
NSW,20,55-59 years,Fema,Non-Indigenous,Degree = No,employed,3052
NSW,20,55-59 years,Fema,Non-Indigenous,Degree = No,unemployed,159
NSW,20,55-59 years,Fema,Non-Indigenous,Degree = Yes,employed,2453
NSW,20,55-59 years,Fema,Non-Indigenous,Degree = Yes,unemployed,81
NSW,20,55-59 years,Fema,Not stated,Degree = No,employed,13
NSW,20,55-59 years,Fema,Not stated,Degree = Yes,employed,14
NSW,20,55-59 years,Fema,Yes Indigenous,Degree = No,employed,6
NSW,20,55-59 years,Fema,Yes Indigenous,Degree = Yes,employed,5
NSW,20,55-59 years,Male,Non-Indigenous,Degree = No,employed,3204
NSW,20,55-59 years,Male,Non-Indigenous,Degree = No,unemployed,172
NSW,20,55-59 years,Male,Non-Indigenous,Degree = Yes,employed,2484
NSW,20,55-59 years,Male,Non-Indigenous,Degree = Yes,unemployed,105
NSW,20,55-59 years,Male,Not stated,Degree = No,employed,11
NSW,20,55-59 years,Male,Yes Indigenous,Degree = No,employed,19
NSW,20,55-59 years,Male,Yes Indigenous,Degree = Yes,employed,3
NSW,20,60-64 years,Fema,Non-Indigenous,Degree = No,employed,2007
NSW,20,60-64 years,Fema,Non-Indigenous,Degree = No,unemployed,103
NSW,20,60-64 years,Fema,Non-Indigenous,Degree = Yes,employed,1538
NSW,20,60-64 years,Fema,Non-Indigenous,Degree = Yes,unemployed,58
NSW,20,60-64 years,Fema,Not stated,Degree = No,employed,7
NSW,20,60-64 years,Fema,Not stated,Degree = Yes,employed,5
NSW,20,60-64 years,Fema,Yes Indigenous,Degree = No,employed,9
NSW,20,60-64 years,Male,Non-Indigenous,Degree = No,employed,2260
NSW,20,60-64 years,Male,Non-Indigenous,Degree = No,unemployed,152
NSW,20,60-64 years,Male,Non-Indigenous,Degree = Yes,employed,1626
NSW,20,60-64 years,Male,Non-Indigenous,Degree = Yes,unemployed,85
NSW,20,60-64 years,Male,Not stated,Degree = No,employed,7
NSW,20,60-64 years,Male,Not stated,Degree = Yes,employed,5
NSW,20,60-64 years,Male,Yes Indigenous,Degree = No,employed,3
NSW,20,60-64 years,Male,Yes Indigenous,Degree = Yes,employed,5
NSW,21,25-29 years,Fema,Non-Indigenous,Degree = No,employed,2968
NSW,21,25-29 years,Fema,Non-Indigenous,Degree = No,unemployed,137
NSW,21,25-29 years,Fema,Non-Indigenous,Degree = Yes,employed,7734
NSW,21,25-29 years,Fema,Non-Indigenous,Degree = Yes,unemployed,335
NSW,21,25-29 years,Fema,Not stated,Degree = Yes,employed,12
NSW,21,25-29 years,Fema,Yes Indigenous,Degree = No,employed,17
NSW,21,25-29 years,Fema,Yes Indigenous,Degree = Yes,employed,18
NSW,21,25-29 years,Male,Non-Indigenous,Degree = No,employed,3981
NSW,21,25-29 years,Male,Non-Indigenous,Degree = No,unemployed,203
NSW,21,25-29 years,Male,Non-Indigenous,Degree = Yes,employed,6022
NSW,21,25-29 years,Male,Non-Indigenous,Degree = Yes,unemployed,224
NSW,21,25-29 years,Male,Not stated,Degree = No,employed,6
NSW,21,25-29 years,Male,Not stated,Degree = Yes,employed,3
NSW,21,25-29 years,Male,Yes Indigenous,Degree = No,employed,16
NSW,21,25-29 years,Male,Yes Indigenous,Degree = Yes,employed,19
NSW,21,30-34 years,Fema,Non-Indigenous,Degree = No,employed,2965
NSW,21,30-34 years,Fema,Non-Indigenous,Degree = No,unemployed,150
NSW,21,30-34 years,Fema,Non-Indigenous,Degree = Yes,employed,9301
NSW,21,30-34 years,Fema,Non-Indigenous,Degree = Yes,unemployed,340
NSW,21,30-34 years,Fema,Not stated,Degree = No,employed,8
NSW,21,30-34 years,Fema,Not stated,Degree = Yes,employed,9
NSW,21,30-34 years,Fema,Yes Indigenous,Degree = No,employed,7
NSW,21,30-34 years,Fema,Yes Indigenous,Degree = Yes,employed,19
NSW,21,30-34 years,Male,Non-Indigenous,Degree = No,employed,4280
NSW,21,30-34 years,Male,Non-Indigenous,Degree = No,unemployed,129
NSW,21,30-34 years,Male,Non-Indigenous,Degree = Yes,employed,8478
NSW,21,30-34 years,Male,Non-Indigenous,Degree = Yes,unemployed,185
NSW,21,30-34 years,Male,Not stated,Degree = No,employed,7
NSW,21,30-34 years,Male,Not stated,Degree = Yes,employed,8
NSW,21,30-34 years,Male,Yes Indigenous,Degree = No,employed,21
NSW,21,30-34 years,Male,Yes Indigenous,Degree = Yes,employed,11
NSW,21,35-39 years,Fema,Non-Indigenous,Degree = No,employed,3126
NSW,21,35-39 years,Fema,Non-Indigenous,Degree = No,unemployed,174
NSW,21,35-39 years,Fema,Non-Indigenous,Degree = Yes,employed,8819
NSW,21,35-39 years,Fema,Non-Indigenous,Degree = Yes,unemployed,405
NSW,21,35-39 years,Fema,Not stated,Degree = No,employed,4
NSW,21,35-39 years,Fema,Not stated,Degree = Yes,employed,20
NSW,21,35-39 years,Fema,Yes Indigenous,Degree = No,employed,19
NSW,21,35-39 years,Fema,Yes Indigenous,Degree = Yes,employed,3
NSW,21,35-39 years,Male,Non-Indigenous,Degree = No,employed,4197
NSW,21,35-39 years,Male,Non-Indigenous,Degree = No,unemployed,178
NSW,21,35-39 years,Male,Non-Indigenous,Degree = Yes,employed,8966
NSW,21,35-39 years,Male,Non-Indigenous,Degree = Yes,unemployed,224
NSW,21,35-39 years,Male,Not stated,Degree = No,employed,9
NSW,21,35-39 years,Male,Not stated,Degree = Yes,employed,15
NSW,21,35-39 years,Male,Yes Indigenous,Degree = No,employed,6
NSW,21,35-39 years,Male,Yes Indigenous,Degree = Yes,employed,13
NSW,21,40-44 years,Fema,Non-Indigenous,Degree = No,employed,3682
NSW,21,40-44 years,Fema,Non-Indigenous,Degree = No,unemployed,182
NSW,21,40-44 years,Fema,Non-Indigenous,Degree = Yes,employed,8294
NSW,21,40-44 years,Fema,Non-Indigenous,Degree = Yes,unemployed,381
NSW,21,40-44 years,Fema,Not stated,Degree = No,employed,9
NSW,21,40-44 years,Fema,Not stated,Degree = Yes,employed,17
NSW,21,40-44 years,Fema,Yes Indigenous,Degree = No,employed,3
NSW,21,40-44 years,Fema,Yes Indigenous,Degree = Yes,employed,14
NSW,21,40-44 years,Male,Non-Indigenous,Degree = No,employed,4505
NSW,21,40-44 years,Male,Non-Indigenous,Degree = No,unemployed,153
NSW,21,40-44 years,Male,Non-Indigenous,Degree = Yes,employed,8504
NSW,21,40-44 years,Male,Non-Indigenous,Degree = Yes,unemployed,266
NSW,21,40-44 years,Male,Not stated,Degree = No,employed,17
NSW,21,40-44 years,Male,Not stated,Degree = Yes,employed,19
NSW,21,40-44 years,Male,Yes Indigenous,Degree = No,employed,11
NSW,21,40-44 years,Male,Yes Indigenous,Degree = Yes,employed,11
NSW,21,45-49 years,Fema,Non-Indigenous,Degree = No,employed,4517
NSW,21,45-49 years,Fema,Non-Indigenous,Degree = No,unemployed,193
NSW,21,45-49 years,Fema,Non-Indigenous,Degree = Yes,employed,7171
NSW,21,45-49 years,Fema,Non-Indigenous,Degree = Yes,unemployed,275
NSW,21,45-49 years,Fema,Not stated,Degree = No,employed,3
NSW,21,45-49 years,Fema,Not stated,Degree = Yes,employed,22
NSW,21,45-49 years,Fema,Yes Indigenous,Degree = No,employed,8
NSW,21,45-49 years,Fema,Yes Indigenous,Degree = Yes,employed,10
NSW,21,45-49 years,Male,Non-Indigenous,Degree = No,employed,4590
NSW,21,45-49 years,Male,Non-Indigenous,Degree = No,unemployed,188
NSW,21,45-49 years,Male,Non-Indigenous,Degree = Yes,employed,7555
NSW,21,45-49 years,Male,Non-Indigenous,Degree = Yes,unemployed,266
NSW,21,45-49 years,Male,Not stated,Degree = No,employed,12
NSW,21,45-49 years,Male,Not stated,Degree = Yes,employed,12
NSW,21,45-49 years,Male,Yes Indigenous,Degree = No,employed,14
NSW,21,45-49 years,Male,Yes Indigenous,Degree = Yes,employed,7
NSW,21,50-54 years,Fema,Non-Indigenous,Degree = No,employed,4501
NSW,21,50-54 years,Fema,Non-Indigenous,Degree = No,unemployed,198
NSW,21,50-54 years,Fema,Non-Indigenous,Degree = Yes,employed,5865
NSW,21,50-54 years,Fema,Non-Indigenous,Degree = Yes,unemployed,251
NSW,21,50-54 years,Fema,Not stated,Degree = No,employed,20
NSW,21,50-54 years,Fema,Not stated,Degree = Yes,employed,18
NSW,21,50-54 years,Fema,Yes Indigenous,Degree = No,employed,10
NSW,21,50-54 years,Fema,Yes Indigenous,Degree = Yes,employed,12
NSW,21,50-54 years,Male,Non-Indigenous,Degree = No,employed,4305
NSW,21,50-54 years,Male,Non-Indigenous,Degree = No,unemployed,190
NSW,21,50-54 years,Male,Non-Indigenous,Degree = Yes,employed,6559
NSW,21,50-54 years,Male,Non-Indigenous,Degree = Yes,unemployed,239
NSW,21,50-54 years,Male,Not stated,Degree = No,employed,19
NSW,21,50-54 years,Male,Not stated,Degree = Yes,employed,9
NSW,21,50-54 years,Male,Yes Indigenous,Degree = No,employed,10
NSW,21,50-54 years,Male,Yes Indigenous,Degree = Yes,employed,4
NSW,21,55-59 years,Fema,Non-Indigenous,Degree = No,employed,3972
NSW,21,55-59 years,Fema,Non-Indigenous,Degree = No,unemployed,175
NSW,21,55-59 years,Fema,Non-Indigenous,Degree = Yes,employed,4404
NSW,21,55-59 years,Fema,Non-Indigenous,Degree = Yes,unemployed,172
NSW,21,55-59 years,Fema,Not stated,Degree = No,employed,7
NSW,21,55-59 years,Fema,Not stated,Degree = Yes,employed,4
NSW,21,55-59 years,Fema,Yes Indigenous,Degree = No,employed,5
NSW,21,55-59 years,Fema,Yes Indigenous,Degree = Yes,employed,8
NSW,21,55-59 years,Male,Non-Indigenous,Degree = No,employed,3734
NSW,21,55-59 years,Male,Non-Indigenous,Degree = No,unemployed,147
NSW,21,55-59 years,Male,Non-Indigenous,Degree = Yes,employed,5347
NSW,21,55-59 years,Male,Non-Indigenous,Degree = Yes,unemployed,224
NSW,21,55-59 years,Male,Not stated,Degree = No,employed,10
NSW,21,55-59 years,Male,Not stated,Degree = Yes,employed,10
NSW,21,55-59 years,Male,Yes Indigenous,Degree = No,employed,11
NSW,21,55-59 years,Male,Yes Indigenous,Degree = Yes,employed,5
NSW,21,60-64 years,Fema,Non-Indigenous,Degree = No,employed,2802
NSW,21,60-64 years,Fema,Non-Indigenous,Degree = No,unemployed,133
NSW,21,60-64 years,Fema,Non-Indigenous,Degree = Yes,employed,2650
NSW,21,60-64 years,Fema,Non-Indigenous,Degree = Yes,unemployed,87
NSW,21,60-64 years,Fema,Not stated,Degree = No,employed,3
NSW,21,60-64 years,Fema,Not stated,Degree = Yes,employed,6
NSW,21,60-64 years,Fema,Yes Indigenous,Degree = Yes,employed,4
NSW,21,60-64 years,Male,Non-Indigenous,Degree = No,employed,2656
NSW,21,60-64 years,Male,Non-Indigenous,Degree = No,unemployed,158
NSW,21,60-64 years,Male,Non-Indigenous,Degree = Yes,employed,3533
NSW,21,60-64 years,Male,Non-Indigenous,Degree = Yes,unemployed,198
NSW,21,60-64 years,Male,Not stated,Degree = Yes,employed,11
NSW,22,25-29 years,Fema,Non-Indigenous,Degree = No,employed,2558
NSW,22,25-29 years,Fema,Non-Indigenous,Degree = No,unemployed,80
NSW,22,25-29 years,Fema,Non-Indigenous,Degree = Yes,employed,3080
NSW,22,25-29 years,Fema,Non-Indigenous,Degree = Yes,unemployed,85
NSW,22,25-29 years,Fema,Not stated,Degree = No,employed,8
NSW,22,25-29 years,Fema,Not stated,Degree = Yes,employed,3
NSW,22,25-29 years,Fema,Yes Indigenous,Degree = No,employed,18
NSW,22,25-29 years,Fema,Yes Indigenous,Degree = Yes,employed,10
NSW,22,25-29 years,Male,Non-Indigenous,Degree = No,employed,3442
NSW,22,25-29 years,Male,Non-Indigenous,Degree = No,unemployed,113
NSW,22,25-29 years,Male,Non-Indigenous,Degree = Yes,employed,2103
NSW,22,25-29 years,Male,Non-Indigenous,Degree = Yes,unemployed,73
NSW,22,25-29 years,Male,Not stated,Degree = No,employed,12
NSW,22,25-29 years,Male,Not stated,Degree = No,unemployed,5
NSW,22,25-29 years,Male,Not stated,Degree = Yes,employed,6
NSW,22,25-29 years,Male,Yes Indigenous,Degree = No,employed,24
NSW,22,25-29 years,Male,Yes Indigenous,Degree = Yes,employed,7
NSW,22,30-34 years,Fema,Non-Indigenous,Degree = No,employed,2695
NSW,22,30-34 years,Fema,Non-Indigenous,Degree = No,unemployed,83
NSW,22,30-34 years,Fema,Non-Indigenous,Degree = Yes,employed,3900
NSW,22,30-34 years,Fema,Non-Indigenous,Degree = Yes,unemployed,92
NSW,22,30-34 years,Fema,Not stated,Degree = No,employed,7
NSW,22,30-34 years,Fema,Not stated,Degree = Yes,employed,6
NSW,22,30-34 years,Fema,Yes Indigenous,Degree = No,employed,13
NSW,22,30-34 years,Fema,Yes Indigenous,Degree = Yes,employed,9
NSW,22,30-34 years,Male,Non-Indigenous,Degree = No,employed,3820
NSW,22,30-34 years,Male,Non-Indigenous,Degree = No,unemployed,104
NSW,22,30-34 years,Male,Non-Indigenous,Degree = Yes,employed,2837
NSW,22,30-34 years,Male,Non-Indigenous,Degree = Yes,unemployed,52
NSW,22,30-34 years,Male,Not stated,Degree = No,employed,9
NSW,22,30-34 years,Male,Not stated,Degree = Yes,employed,4
NSW,22,30-34 years,Male,Yes Indigenous,Degree = No,employed,19
NSW,22,35-39 years,Fema,Non-Indigenous,Degree = No,employed,2908
NSW,22,35-39 years,Fema,Non-Indigenous,Degree = No,unemployed,108
NSW,22,35-39 years,Fema,Non-Indigenous,Degree = Yes,employed,4113
NSW,22,35-39 years,Fema,Non-Indigenous,Degree = Yes,unemployed,116
NSW,22,35-39 years,Fema,Not stated,Degree = No,employed,8
NSW,22,35-39 years,Fema,Not stated,Degree = Yes,employed,7
NSW,22,35-39 years,Fema,Yes Indigenous,Degree = No,employed,8
NSW,22,35-39 years,Fema,Yes Indigenous,Degree = Yes,employed,9
NSW,22,35-39 years,Male,Non-Indigenous,Degree = No,employed,4159
NSW,22,35-39 years,Male,Non-Indigenous,Degree = No,unemployed,92
NSW,22,35-39 years,Male,Non-Indigenous,Degree = Yes,employed,3511
NSW,22,35-39 years,Male,Non-Indigenous,Degree = Yes,unemployed,48
NSW,22,35-39 years,Male,Not stated,Degree = No,employed,6
NSW,22,35-39 years,Male,Not stated,Degree = Yes,employed,6
NSW,22,35-39 years,Male,Yes Indigenous,Degree = No,employed,26
NSW,22,35-39 years,Male,Yes Indigenous,Degree = Yes,employed,4
NSW,22,40-44 years,Fema,Non-Indigenous,Degree = No,employed,3734
NSW,22,40-44 years,Fema,Non-Indigenous,Degree = No,unemployed,133
NSW,22,40-44 years,Fema,Non-Indigenous,Degree = Yes,employed,4301
NSW,22,40-44 years,Fema,Non-Indigenous,Degree = Yes,unemployed,131
NSW,22,40-44 years,Fema,Not stated,Degree = No,employed,8
NSW,22,40-44 years,Fema,Not stated,Degree = Yes,employed,7
NSW,22,40-44 years,Fema,Yes Indigenous,Degree = No,employed,25
NSW,22,40-44 years,Fema,Yes Indigenous,Degree = Yes,employed,12
NSW,22,40-44 years,Male,Non-Indigenous,Degree = No,employed,4618
NSW,22,40-44 years,Male,Non-Indigenous,Degree = No,unemployed,77
NSW,22,40-44 years,Male,Non-Indigenous,Degree = Yes,employed,4093
NSW,22,40-44 years,Male,Non-Indigenous,Degree = Yes,unemployed,82
NSW,22,40-44 years,Male,Not stated,Degree = No,employed,20
NSW,22,40-44 years,Male,Not stated,Degree = Yes,employed,7
NSW,22,40-44 years,Male,Yes Indigenous,Degree = No,employed,29
NSW,22,40-44 years,Male,Yes Indigenous,Degree = Yes,employed,4
NSW,22,45-49 years,Fema,Non-Indigenous,Degree = No,employed,4338
NSW,22,45-49 years,Fema,Non-Indigenous,Degree = No,unemployed,155
NSW,22,45-49 years,Fema,Non-Indigenous,Degree = Yes,employed,3636
NSW,22,45-49 years,Fema,Non-Indigenous,Degree = Yes,unemployed,101
NSW,22,45-49 years,Fema,Not stated,Degree = No,employed,13
NSW,22,45-49 years,Fema,Not stated,Degree = Yes,employed,9
NSW,22,45-49 years,Fema,Yes Indigenous,Degree = No,employed,25
NSW,22,45-49 years,Fema,Yes Indigenous,Degree = Yes,employed,8
NSW,22,45-49 years,Male,Non-Indigenous,Degree = No,employed,4634
NSW,22,45-49 years,Male,Non-Indigenous,Degree = No,unemployed,126
NSW,22,45-49 years,Male,Non-Indigenous,Degree = Yes,employed,3595
NSW,22,45-49 years,Male,Non-Indigenous,Degree = Yes,unemployed,103
NSW,22,45-49 years,Male,Not stated,Degree = No,employed,9
NSW,22,45-49 years,Male,Not stated,Degree = Yes,employed,3
NSW,22,45-49 years,Male,Yes Indigenous,Degree = No,employed,25
NSW,22,45-49 years,Male,Yes Indigenous,Degree = Yes,employed,3
NSW,22,50-54 years,Fema,Non-Indigenous,Degree = No,employed,4327
NSW,22,50-54 years,Fema,Non-Indigenous,Degree = No,unemployed,133
NSW,22,50-54 years,Fema,Non-Indigenous,Degree = Yes,employed,2733
NSW,22,50-54 years,Fema,Non-Indigenous,Degree = Yes,unemployed,64
NSW,22,50-54 years,Fema,Not stated,Degree = No,employed,32
NSW,22,50-54 years,Fema,Not stated,Degree = Yes,employed,7
NSW,22,50-54 years,Fema,Yes Indigenous,Degree = No,employed,21
NSW,22,50-54 years,Fema,Yes Indigenous,Degree = Yes,employed,8
NSW,22,50-54 years,Male,Non-Indigenous,Degree = No,employed,4529
NSW,22,50-54 years,Male,Non-Indigenous,Degree = No,unemployed,119
NSW,22,50-54 years,Male,Non-Indigenous,Degree = Yes,employed,2919
NSW,22,50-54 years,Male,Non-Indigenous,Degree = Yes,unemployed,88
NSW,22,50-54 years,Male,Not stated,Degree = No,employed,16
NSW,22,50-54 years,Male,Not stated,Degree = Yes,employed,3
NSW,22,50-54 years,Male,Yes Indigenous,Degree = No,employed,31
NSW,22,50-54 years,Male,Yes Indigenous,Degree = Yes,employed,6
NSW,22,55-59 years,Fema,Non-Indigenous,Degree = No,employed,3523
NSW,22,55-59 years,Fema,Non-Indigenous,Degree = No,unemployed,98
NSW,22,55-59 years,Fema,Non-Indigenous,Degree = Yes,employed,2009
NSW,22,55-59 years,Fema,Non-Indigenous,Degree = Yes,unemployed,43
NSW,22,55-59 years,Fema,Not stated,Degree = No,employed,24
NSW,22,55-59 years,Fema,Not stated,Degree = Yes,employed,8
NSW,22,55-59 years,Fema,Yes Indigenous,Degree = No,employed,21
NSW,22,55-59 years,Male,Non-Indigenous,Degree = No,employed,3684
NSW,22,55-59 years,Male,Non-Indigenous,Degree = No,unemployed,128
NSW,22,55-59 years,Male,Non-Indigenous,Degree = Yes,employed,2286
NSW,22,55-59 years,Male,Non-Indigenous,Degree = Yes,unemployed,78
NSW,22,55-59 years,Male,Not stated,Degree = No,employed,19
NSW,22,55-59 years,Male,Not stated,Degree = Yes,employed,4
NSW,22,55-59 years,Male,Yes Indigenous,Degree = No,employed,19
NSW,22,55-59 years,Male,Yes Indigenous,Degree = Yes,employed,5
NSW,22,60-64 years,Fema,Non-Indigenous,Degree = No,employed,2494
NSW,22,60-64 years,Fema,Non-Indigenous,Degree = No,unemployed,76
NSW,22,60-64 years,Fema,Non-Indigenous,Degree = Yes,employed,1198
NSW,22,60-64 years,Fema,Non-Indigenous,Degree = Yes,unemployed,37
NSW,22,60-64 years,Fema,Not stated,Degree = No,employed,8
NSW,22,60-64 years,Fema,Yes Indigenous,Degree = No,employed,3
NSW,22,60-64 years,Male,Non-Indigenous,Degree = No,employed,2614
NSW,22,60-64 years,Male,Non-Indigenous,Degree = No,unemployed,121
NSW,22,60-64 years,Male,Non-Indigenous,Degree = Yes,employed,1486
NSW,22,60-64 years,Male,Non-Indigenous,Degree = Yes,unemployed,68
NSW,22,60-64 years,Male,Not stated,Degree = No,employed,19
NSW,22,60-64 years,Male,Not stated,Degree = Yes,employed,6
NSW,22,60-64 years,Male,Yes Indigenous,Degree = No,employed,18
NSW,23,25-29 years,Fema,Non-Indigenous,Degree = No,employed,3937
NSW,23,25-29 years,Fema,Non-Indigenous,Degree = No,unemployed,358
NSW,23,25-29 years,Fema,Non-Indigenous,Degree = Yes,employed,1990
NSW,23,25-29 years,Fema,Non-Indigenous,Degree = Yes,unemployed,94
NSW,23,25-29 years,Fema,Not stated,Degree = No,employed,16
NSW,23,25-29 years,Fema,Not stated,Degree = Yes,employed,4
NSW,23,25-29 years,Fema,Yes Indigenous,Degree = No,employed,121
NSW,23,25-29 years,Fema,Yes Indigenous,Degree = No,unemployed,13
NSW,23,25-29 years,Fema,Yes Indigenous,Degree = Yes,employed,35
NSW,23,25-29 years,Male,Non-Indigenous,Degree = No,employed,5425
NSW,23,25-29 years,Male,Non-Indigenous,Degree = No,unemployed,328
NSW,23,25-29 years,Male,Non-Indigenous,Degree = Yes,employed,1205
NSW,23,25-29 years,Male,Non-Indigenous,Degree = Yes,unemployed,61
NSW,23,25-29 years,Male,Not stated,Degree = No,employed,37
NSW,23,25-29 years,Male,Not stated,Degree = Yes,employed,7
NSW,23,25-29 years,Male,Yes Indigenous,Degree = No,employed,198
NSW,23,25-29 years,Male,Yes Indigenous,Degree = No,unemployed,24
NSW,23,25-29 years,Male,Yes Indigenous,Degree = Yes,employed,7
NSW,23,30-34 years,Fema,Non-Indigenous,Degree = No,employed,3903
NSW,23,30-34 years,Fema,Non-Indigenous,Degree = No,unemployed,295
NSW,23,30-34 years,Fema,Non-Indigenous,Degree = Yes,employed,2421
NSW,23,30-34 years,Fema,Non-Indigenous,Degree = Yes,unemployed,134
NSW,23,30-34 years,Fema,Not stated,Degree = No,employed,13
NSW,23,30-34 years,Fema,Not stated,Degree = Yes,employed,10
NSW,23,30-34 years,Fema,Yes Indigenous,Degree = No,employed,120
NSW,23,30-34 years,Fema,Yes Indigenous,Degree = No,unemployed,20
NSW,23,30-34 years,Fema,Yes Indigenous,Degree = Yes,employed,37
NSW,23,30-34 years,Male,Non-Indigenous,Degree = No,employed,5845
NSW,23,30-34 years,Male,Non-Indigenous,Degree = No,unemployed,250
NSW,23,30-34 years,Male,Non-Indigenous,Degree = Yes,employed,1701
NSW,23,30-34 years,Male,Non-Indigenous,Degree = Yes,unemployed,45
NSW,23,30-34 years,Male,Not stated,Degree = No,employed,22
NSW,23,30-34 years,Male,Not stated,Degree = No,unemployed,3
NSW,23,30-34 years,Male,Not stated,Degree = Yes,employed,4
NSW,23,30-34 years,Male,Yes Indigenous,Degree = No,employed,122
NSW,23,30-34 years,Male,Yes Indigenous,Degree = No,unemployed,4
NSW,23,30-34 years,Male,Yes Indigenous,Degree = Yes,employed,10
NSW,23,35-39 years,Fema,Non-Indigenous,Degree = No,employed,3836
NSW,23,35-39 years,Fema,Non-Indigenous,Degree = No,unemployed,294
NSW,23,35-39 years,Fema,Non-Indigenous,Degree = Yes,employed,2032
